Project_webSummary, Project Title, Project N�, Project Website, Year Of Finance, Lead Partner Country, Type Of Beneficiary, Country, Themes, Keywords, Habitats, Species
index.cfm?fuseaction=search.dspPage&n_proj_id=1802,Capacity Building on Cleaner Production in Bosnia and Herzegovina,LIFE00 TCY/BIH/043,"http://www.coor.ba/eng/stream.php?kat=128&amp;pkat=164,",2000,BIH,NGO-Foundation,Bosnia Herzegovina,Environmental management ~ Cleaner technologies / Information - Governance ~ Environmental training - Capacity building /,clean technology / environmental awareness / environmental management / environmental training /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1803,Strengthening of Diffuse Source Pollution Control in the Federation of Bosnia and Herzegovina,LIFE00 TCY/BIH/044,"http://www.heis.com.ba/life/home.html,",2000,BIH,Research institution,Bosnia Herzegovina,Water ~ Water resources protection /,diffuse pollution /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1813,"Towards wise use in Lonjsko Polje Nature Park, Croatia",LIFE00 TCY/CRO/076,,2000,HR,Park-Reserve authority,Croatia Hrvatska,Habitats ~ Freshwater / Information - Governance ~ Public and Stakeholders participation / Land-use &amp; Planning ~ Sensitive and protected areas management /,protected area / public awareness campaign / rural area / social participation / wetland /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1814,LIFECROCHP - Sustainable development of Croatian capacity in CHP (combined heat and power) sector,LIFE00 TCY/CRO/084,,2000,HR,Research institution,Croatia Hrvatska,Energy ~ Supply /,energy supply /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1815,Reconstruction of national emission inventory system and enforcement of its implementation,LIFE00 TCY/CRO/086,,2000,HR,SME Small and medium sized enterprise,Croatia Hrvatska,Information - Governance ~ Awareness raising - Information /,,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1805,Legislation and policy options for reduction of traffic emission in Cyprus,LIFE00 TCY/CY/051,"http://www.mcw.gov.cy/mcw/rtd/rtd.nsf,",2000,CY,National authority,Cyprus,Climate change Mitigation ~ GHG reduction in non EU ETS sectors / Land-use &amp; Planning ~ Transport planning - Traffic monitoring /,emission reduction / environmental impact of transport /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1793,"Creation of a centre for information, awareness, training and dissemination of an environmental culture and policy",LIFE00 TCY/DZ/015,"http://membres.lycos.fr/foremenvir,",2000,DZ,NGO-Foundation,Algerie,Information - Governance ~ Environmental training - Capacity building /,biodiversity / environmental awareness / environmental education / information service /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1816,Palestinian Integrated Rural Environmental Protection,LIFE00 TCY/GA/089,,2000,GA,National authority,Gaza strip & West Bank,Information - Governance ~ Awareness raising - Information /,environmental planning / rural area /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1804,"Creation of the Natural Touristical Park of Jerash Province, Jordan",LIFE00 TCY/HKJ/049,,2000,HKJ,National authority,Jordan,,environmental management / protected area /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1797,SEA - Strategic environmental assessment and land use planning in Lebanon,LIFE00 TCY/INT/021,"http://www.moe.gov.lb/MOE%20Site/SEA/index.htm,",2000,INT,NGO-Foundation,International Organisations,Land-use &amp; Planning ~ Spatial planning /,development model / land use planning / sustainable development /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1807,DELTA Phase III: Environmental upgrading of enterprises in Maghreb and Mashrek countries,LIFE00 TCY/INT/063,,2000,INT,NGO-Foundation,International Organisations,Environmental management ~ Certification /,environmental management /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1808,EPEAU - An Enhancement of the Permanent Environmental Awareness Unit at the Ministry of Environment in the Lebanon,LIFE00 TCY/INT/065,"http://www.moe.gov.lb/MOE%20Site/life/index.htm,",2000,INT,Development agency,International Organisations,Information - Governance ~ Awareness raising - Information /,environmental awareness /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1810,CoLD - Improving Coastal Land Degradation Monitoring in Lebanon and Syria,LIFE00 TCY/INT/069,"http://www.coldproject.net/,",2000,INT,Intergovernmental body,International Organisations,Land-use &amp; Planning ~ Soil and landscape protection / Water ~ Water scarcity and drought /,coastal management / environmental assessment / monitoring / remote sensing / soil degradation /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1799,"MALSIS - MALSIS, a soil information system for the Maltese Islands",LIFE00 TCY/M/036,,2000,MT,National authority,Malta,Land-use &amp; Planning ~ Soil and landscape protection /,contamined soil / environmental impact of agriculture / environmental information system /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1796,LCPC - Establishment of the Lebanon cleaner production centre,LIFE00 TCY/RL/020,"http://www.lebanese-cpc.net ,",2000,RL,National authority,Lebanon,Environmental management ~ Cleaner technologies /,clean technology / environmental awareness / industrial waste /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1798,Towards a sustainable mechanism for forest fire fighting in Lebanon,LIFE00 TCY/RL/022,"http://www.afdc.org.lb/projects/p1/autov1.htm,",2000,RL,NGO-Foundation,Lebanon,Habitats ~ Forests / Land-use &amp; Planning ~ Forest management / Risk management ~ Natural risks (Flood - Forest fire - Landslide) /,environmental awareness / environmental training / forest fire /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1809,Capacity building of Kaliningrad City Hall in the environmental performance,LIFE00 TCY/ROS/066,"http://www.klgd.ru/en/city/inter/life/main.php,",2000,ROS,Local authority,Russia Rossija,Information - Governance ~ Environmental training - Capacity building /,environmental law / hazardous waste / heavy metal / management plan / municipal waste / public awareness campaign / urban area /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1811,Development and Strengthening of the Regional Co-ordination Council's activity of the Implementation of Helcom decision in the Russian Baltic Sea Region,LIFE00 TCY/ROS/071,,2000,ROS,Public enterprise,Russia Rossija,Information - Governance ~ Environmental training - Capacity building /,emission reduction / industrial pollution /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1812,Environmental management systems in the Syrian enterprises,LIFE00 TCY/SYR/072,,2000,SYR,National authority,Syria,Environmental management ~ Certification / Services &amp; Commerce ~ Public administration /,EC regulation on eco-management and audit /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1794,ISO-EMAS PME 2000 - ISO EMA SME 2000: Pilot programme to implement EMAS and ISO 14001 in a group of Tunesian SMEs,LIFE00 TCY/TN/016,,2000,TN,National authority,Tunisie,Environmental management ~ Certification /,certification /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1795,Implementation of pilot systems to monitor the desertification in two countries of the southern coast of the Mediterranean : Tunisia and Morocco,LIFE00 TCY/TN/018,,2000,TN,Intergovernmental body,Tunisie,Land-use &amp; Planning ~ Soil and landscape protection /,desertification / indicator / monitoring system /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1790,Odorous emissions and immissions management policy in Turkey,LIFE00 TCY/TR/009,"http://www.odor-life.metu.edu.tr,",2000,TR,University,Turkey Türkiye,Air &amp; Noise ~ Air quality monitoring /,odour nuisance /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1791,"Strengthening environmental control in Turkey, reinforcing the National Reference Laboratory of Gölbasi",LIFE00 TCY/TR/010,"http://smap.ewindows.eu.org/fol120392/prj703981/,",2000,TR,National authority,Turkey Türkiye,Air &amp; Noise ~ Air quality monitoring /,air quality monitoring / water quality /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1792,Capacity building for solid waste management in Turkey,LIFE00 TCY/TR/011,,2000,TR,SME Small and medium sized enterprise,Turkey Türkiye,Information - Governance ~ Environmental training - Capacity building / Waste ~ Municipal waste (including household and commercial) /,solid waste / waste management /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1806,Integrated Healthcare Waste Management in Istanbul,LIFE00 TCY/TR/054,"http://www.akdeniz.edu.tr/muhfak/life/menu.html,",2000,TR,Research institution,Turkey Türkiye,Services &amp; Commerce ~ Healthcare - Social work / Waste ~ Hazardous waste /,environmental training / hospital waste / waste management /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1566,EVAPASSOLD - Evaluation and preliminary assessment of old deposits.,LIFE99 ENV/A/000390,"http://www.evapassold.at
,",1999,AT,Research institution,Österreich,Waste ~ End-of-pipe treatment - Landfilling /,old landfill site / risk assessment /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1182,Molybden reduction in water - Coating molybden pins to reduce waste water freight,LIFE99 ENV/A/000391,"http://www.vishay.com,",1999,AT,International enterprise,Österreich,Environmental management ~ Cleaner technologies / Industry-Production ~ Chemicals /,certification / clean technology / coating / electronic material / emission reduction / heavy metal / industrial waste water / waste water reduction /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1311,Sustainable retrofitting - New services for the sustainable retrofitting of buildings.,LIFE99 ENV/A/000392,"http://www.grazer-ea.at/thermoprofit/,",1999,AT,Development agency,Österreich,Energy ~ Efficiency / Environmental management ~ Eco-products design / Industry-Production ~ Building /,energy saving / environmental friendly procurement / green building / quality control / renovation / residential building /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1313,SYLVIE - SYLVIE - Systematic noise abatement in inner city residential areas.,LIFE99 ENV/A/000394,,1999,AT,Local authority,Österreich,Air &amp; Noise ~ Noise pollution / Information - Governance ~ Public and Stakeholders participation / Risk management ~ Human health protection /,Agenda 21 / environmental awareness / noise reduction / residential area / social participation / urban area /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1567,Environmental cost accounting - Environmental Cost Accounting in Industrial Enterprises.,LIFE99 ENV/A/000395,,1999,AT,,Österreich,Environmental management ~ Environmental accounting /,environmental accounting /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1315,Nature in the garden - Program 'Ours Gardens - natural and living' Sustainable and ecofriendly design and cultivation of public green areas and private gardens.,LIFE99 ENV/A/000396,"http://www.naturimgarten.at,",1999,AT,Regional authority,Österreich,Biodiversity issues ~ Urban biodiversity / Information - Governance ~ Awareness raising - Information /,fertiliser / green space / pollution prevention / public awareness campaign /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=798,Implementation of anaerobic digestion in the processing technology of rendering plants.,LIFE99 ENV/A/000398,,1999,AT,,Österreich,Industry-Production ~ Food and Beverages / Waste ~ Industrial waste /,fertiliser / slaughterhouse / waste recycling /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1183,Residue free flue gas dust - Residue-free Flue Gas Dust Purification - Complete elimination of residues from flue gas dust purification through feedback into materials cycles (in 2 phases).,LIFE99 ENV/A/000401,"http://www.steweag-steg.com/,",1999,AT,International enterprise,Österreich,Air &amp; Noise ~ Air pollutants /,flue gas / residue recycling / treatment of gases /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=797,Sensitive water use management - Management of sensible water uses with the help of innovative sensor technology.,LIFE99 ENV/A/000403,,1999,AT,Local authority,Österreich,Water ~ Water resources protection /,drinking water / groundwater / water monitoring /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1043,Cofermentation in WWTP - Recycling of organic wastes through cofermentation in municipal sewage sludge digesters.,LIFE99 ENV/A/000406,"http://www.codigestion.com, http://www.ifa-tulln.ac.at,",1999,AT,Research institution,Österreich,Waste ~ Municipal waste (including household and commercial) / Waste ~ Waste recycling /,organic waste / sewage sludge / waste recycling /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1573,EROSION - Demonstration project for the formulation and implementation of an integrated action programme for the prevention of soil erosion and flooding in Loam Regions.,LIFE99 ENV/B/000637,,1999,BE,Local authority,België - Belgique,Land-use &amp; Planning ~ Soil and landscape protection / Risk management ~ Natural risks (Flood - Forest fire - Landslide) /,flood protection / integrated management / preventive measure / rural area / soil erosion /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=809,REFIOM - Assessment of the long term behaviour of the fine residues of municipal waste incineration processes treated with hydraulic binders.,LIFE99 ENV/B/000638,,1999,BE,Research institution,België - Belgique,Waste ~ Municipal waste (including household and commercial) / Waste ~ Hazardous waste /,ash / hazardous waste / incineration residue / municipal waste /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=810,ECO DESIGN - Demonstration and dissemination of ecodesign in industry as support for a sustainable growth.,LIFE99 ENV/B/000639,,1999,BE,Development agency,België - Belgique,Environmental management ~ Eco-products design /,environmental protection advice / environmentally friendly product / life-cycle management /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=811,RCYCL - Rcycl,LIFE99 ENV/B/000640,,1999,BE,Local authority,België - Belgique,Information - Governance ~ Environmental training - Capacity building / Waste ~ Waste recycling /,employment / reuse of materials / underprivileged people / vocational training / waste recycling /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=931,"IGO LEUVEN - An integrated strategy to prevent water shortage and flooding through stimulating infiltration and local storage of rainwater, and through reduction of runoff.",LIFE99 ENV/B/000641,"http://www.igo.be,",1999,BE,NGO-Foundation,België - Belgique,Risk management ~ Natural risks (Flood - Forest fire - Landslide) / Water ~ Water resources protection /,flood protection / rain water / soil degradation / water resources management / water shortage /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=812,"Recycl  in rdway construction - Validation by means of demonstration actions of an integrated strategy to systematise the recycling in the roadway construction and repairing operations managed by communal, provincial and local authorities.",LIFE99 ENV/B/000643,,1999,BE,Local authority,België - Belgique,Industry-Production ~ Building / Waste ~ Construction and demolition waste /,building material / comparison / demolition waste / environmental training / public-private partnership / recycling potential / road construction /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1322,The removal of photo resist from silicon wafers using a boundary layer controlled ozone/DI-water process,LIFE99 ENV/B/000649,,1999,BE,Research institution,België - Belgique,Environmental management ~ Cleaner technologies / Industry-Production ~ Electric - Electronics - Optical /,clean technology / cost-benefit analysis / electronic material / emission reduction / environmental assessment / exhaust gas /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1452,"Urban Forest - Development of a model for local authorities to implement a policy concerning sustainable environmental planning in urbaniszed areas, based on a case study: an urban forest for Gent",LIFE99 ENV/B/000650,"http://www.parkbos.be/bossanova/bossanova.php,",1999,BE,Regional authority,België - Belgique,Biodiversity issues ~ Urban biodiversity / Land-use &amp; Planning ~ Forest management /,development planning / green space / reforestation / urban area /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1044,LISA - LISA (Low Isocyanate Solventfree Adhesives) Procedure for the development and production of solventless adhesives with extremely low contents of monomeric isocyanates,LIFE99 ENV/D/000408,,1999,DE,International enterprise,Deutschland,Air &amp; Noise ~ Air pollutants / Industry-Production ~ Chemicals /,alternative material / packaging / pollutant elimination / solvent /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1046,MoWaSy - mobile WWTP - MoWaSy - A Novel Modular Watertreatment System by Combination of Solar Photooxidation and Air Ionisation,LIFE99 ENV/D/000409,"http://www.chemie.uni-bremen.de/life/,",1999,DE,University,Deutschland,Water ~ Waste water treatment /,energy saving / pollutant elimination / renewable energy / waste water treatment /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1047,Electro-TBT-detoxification - New approach to an integrated electro-TBT-detoxification of dredged material on a pilot-scale,LIFE99 ENV/D/000413,,1999,DE,SME Small and medium sized enterprise,Deutschland,Risk management ~ Site rehabilitation - Decontamination / Services &amp; Commerce ~ Transportation - Storage /,decontamination / harbour / hazardous substance / marine environment / water quality /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1042,Dock waste water recycling - Constructing a pilot unit to minimize the organic tin compound and heavy metal contamination of dock waste water,LIFE99 ENV/D/000414,,1999,DE,International enterprise,Deutschland,Water ~ Waste water treatment /,harbour / heavy metal / organic waste / waste water treatment /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1314,Cleaner sizing waste water - Reduced waste water pollution from textile finishing with use of ultrasonics to minimise the application of chemicals in sizing processes,LIFE99 ENV/D/000415,"http://www.titv-greiz.de,",1999,DE,Research institution,Deutschland,Industry-Production ~ Textiles - Clothing / Water ~ Waste water treatment /,industrial process / research project / textile industry / waste water reduction /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1045,Landfilling of mechanically biologically treated residual waste and clean-up of contaminated sites by means of partial fractions from mechanical-biological residual waste treatment,LIFE99 ENV/D/000420,,1999,DE,Local authority,Deutschland,Risk management ~ Site rehabilitation - Decontamination / Waste ~ End-of-pipe treatment - Landfilling /,contaminated area / old landfill site / residual waste / site rehabilitation / waste treatment /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1441,Sustainable Construction Centr - The setting up of a competence centre for environment equitable construction,LIFE99 ENV/D/000422,"http://www.hwk-leipzig.de/,",1999,DE,Public enterprise,Deutschland,Environmental management ~ Eco-products design / Industry-Production ~ Building / Information - Governance ~ Environmental training - Capacity building /,cultural heritage / environmental protection advice / environmental training / green building /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1442,OLIVIA - Innovative demonstration facility for the treatment of waste water from olive oil presses (OMW) with material and energetic utilization of the residues,LIFE99 ENV/D/000424,"http://www.aquatec-engineering.com,",1999,DE,Development agency,Deutschland,Industry-Production ~ Food and Beverages / Water ~ Waste water treatment /,vegetable oil / waste water treatment /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1316,Sustainable painting technique - Demonstration of the technical and economical feasibility of an innovative painting technology for small plastic components by means of high-speed rotation for the reduction of paint consumption and solvent emissions,LIFE99 ENV/D/000434,,1999,DE,International enterprise,Deutschland,Air &amp; Noise ~ Air pollutants / Industry-Production ~ Chemicals / Waste ~ Waste reduction - Raw material saving /,emission reduction / paint / plastic / solvent / waste reduction /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=799,Cutting without cooling - High speed cutting without cooling,LIFE99 ENV/D/000435,"http://www.drytech.de,",1999,DE,SME Small and medium sized enterprise,Deutschland,Environmental management ~ Cleaner technologies / Industry-Production ~ Metal industry /,clean technology / lubricant / metal products industry /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1318,Odour reduction - Reduction of the odour emission in the feed mill Oldenburg,LIFE99 ENV/D/000442,,1999,DE,Public enterprise,Deutschland,Air &amp; Noise ~ Air pollutants / Environmental management ~ Cleaner technologies / Industry-Production ~ Agriculture - Forestry /,animal foodstuff / emission reduction / odour nuisance /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1444,Dry stage fiber glue - Development and testing of an innovative test plant for an environment-freindly and energy-saving glue blending of dried fibers for the production of MDF boards in the wood industry.,LIFE99 ENV/D/000443,,1999,DE,International enterprise,Deutschland,Air &amp; Noise ~ Air pollutants / Industry-Production ~ Chemicals /,emission reduction / energy saving / volatile organic compound / wood product /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1445,EXPO-Region freight logistics - Conception for an Environmentally Friendly Regional Freight Transport Within the 'City Network EXPO-Region'.,LIFE99 ENV/D/000446,"http://www.exporegion.de, http://www.exporegion.de,",1999,DE,Local authority,Deutschland,Land-use &amp; Planning ~ Transport planning - Traffic monitoring /,atmospheric pollution / combined transport / emission reduction / environmental impact of transport / freight transport / greenhouse gas / integrated management / long-distance transport / noise reduction / transport planning / urban area /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=924,ECOCAMPER - ECOCAMPER - Integrated Quality management on Camping Sites,LIFE99 ENV/D/000448,"http://www.ecocamping.net,",1999,DE,NGO-Foundation,Deutschland,Environmental management ~ Certification / Services &amp; Commerce ~ Tourism and Accommodation /,EC regulation on eco-management and audit / energy saving / environmental impact of tourism / integrated management / tourist facility / waste reduction /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1049,Recover cellulose fluff - Recovery of cellulose fluff and adsorbents during the recycling of hygiene products,LIFE99 ENV/D/000450,,1999,DE,SME Small and medium sized enterprise,Deutschland,Environmental management ~ Cleaner technologies / Industry-Production ~ Paper - Pulp - Printing /,industrial process / paper industry / recycling /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=925,Sterling power station - Miniature block-type thermal power station based on a long-lived Stirling motor,LIFE99 ENV/D/000452,"http://www.mayercie.de,",1999,DE,SME Small and medium sized enterprise,Deutschland,Energy ~ Supply /,emission reduction / energy supply / greenhouse gas / heat supply /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1050,EuroBionet - European network for the assessment of air quality by the use of bioindicator plants,LIFE99 ENV/D/000453,"http://www.eurobionet.com, http://www.uni-hohenheim.de/eurobionet/report_eng.html,",1999,DE,University,Deutschland,Air &amp; Noise ~ Air quality monitoring / Risk management ~ Human health protection /,atmospheric pollution / environmental assessment / indicator / urban area /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=926,Substance flow water managemt - Substance flow related water/sewage management in European hospitals - strategies for water saving potentials and pollution control of sewage,LIFE99 ENV/D/000455,"http://www.ukl.uni-freiburg.de/iumwkra/life/, http://forschdb.verwaltung.uni-freiburg.de/cocoon/forschdb/prj.2829.e.html,",1999,DE,University,Deutschland,Services &amp; Commerce ~ Healthcare - Social work / Waste ~ Hazardous waste / Water ~ Waste water treatment /,comparison / hospital / hospital waste / sewage treatment system / water saving /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=928,Supertrae - Super critical wood impregnation,LIFE99 ENV/DK/000614,,1999,DK,International enterprise,Danmark,Environmental management ~ Cleaner technologies / Industry-Production ~ Wood - Furniture /,building material / clean technology / impregnating agent / wood product /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=804,Ferrox - Establishment and test of a demonstration pilotscale plant for Ferrox stabilisation of ashes and other air pollution control residues from waste incineration,LIFE99 ENV/DK/000615,,1999,DK,International enterprise,Danmark,Waste ~ Hazardous waste /,ash / heavy metal / incineration residue / treatment of gases /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1053,Reduction of greenhouse gas emissions and ground water protection through integration of anaerobic digestion with an innovative biogas cleaning system,LIFE99 ENV/DK/000616,,1999,DK,,Danmark,Climate change Mitigation ~ Energy efficiency / Industry-Production ~ Agriculture - Forestry / Water ~ Water resources protection /,animal husbandry / emission reduction / greenhouse gas / groundwater /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1190,Aarhus education - Introduction of environment management by the Aarhus Municipal Eduction Authorities,LIFE99 ENV/DK/000618,"http://www.aaks.dk/skole,",1999,DK,Local authority,Danmark,Environmental management ~ Certification / Services &amp; Commerce ~ Education and Cultural activities /,certification / educational institution / environmental management /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=805,ECRR - European Centre for River Restoration,LIFE99 ENV/DK/000619,,1999,DK,Research institution,Danmark,Habitats ~ Freshwater / Information - Governance ~ Awareness raising - Information / Water ~ River basin management /,information network / on-line service / restoration measure / river /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1054,Sensor for detection of oil spills from offshore installations,LIFE99 ENV/DK/000621,,1999,DK,,Danmark,Industry-Production ~ Non-metallic minerals / Risk management ~ Pollution control /,marine environment / monitoring system / oil pollution / pollution prevention /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1436,GUADAJOZ - River agreements : design and implementation of fluvial management policies in the Mediterranean European context.,LIFE99 ENV/E/000278,"http://www.lifeguadajoz.org/ ,",1999,ES,NGO-Foundation,España,Water ~ River basin management /,hydrographic basin / integrated management /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1438,TAMBRE I - Rehabilitation 'Tambre I'  Pilot project,LIFE99 ENV/E/000286,,1999,ES,Regional authority,España,Energy ~ Supply / Risk management ~ Site rehabilitation - Decontamination /,employment / endangered species / environmental impact of energy / industrial area / landscape protection / reforestation / site rehabilitation /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1565,CEUTA - COMETRA-Implementation of a new waste management model in the autonomous city of Ceuta,LIFE99 ENV/E/000290,"http://www.life-ceuta.com,",1999,ES,Public enterprise,España,Waste ~ Municipal waste (including household and commercial) /,employment / municipal waste / separated collection / urban area /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1439,"ECAF - Co-ordination of activities and technology transfer actions to reduce soil erosion, water contamination and emissions of CO2 from agricultural land in Europe",LIFE99 ENV/E/000308,"http://www.ecaf.org/, http://www.ecaf.org/index.php?option=com_content&amp;task=view&amp;id=48&amp;Itemid=47,",1999,ES,Development agency,España,Industry-Production ~ Agriculture - Forestry /,environmental impact of agriculture / information network / technology transfer /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=923,GEDESMA - Office for the support of recycled products,LIFE99 ENV/E/000311,"http://www.gedesma.es/cpr,",1999,ES,Development agency,España,Environmental management ~ Green procurement / Waste ~ Waste recycling /,environmental awareness / environmental training / recycling /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1440,VIVIENDAS BIOCLIMAT - Construction of bioclimatic social lodges,LIFE99 ENV/E/000314,"http://www.ecovi.es/ecologica,",1999,ES,NGO-Foundation,España,Environmental management ~ Eco-products design / Industry-Production ~ Building /,green building / residential building / underprivileged people /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1181,LAREDO - Minimization of the effluent environmental impact from the preserves industry,LIFE99 ENV/E/000324,"http://www.eureka.ya.com/lifelaredo,",1999,ES,Local authority,España,Industry-Production ~ Food and Beverages / Waste ~ Industrial waste /,food production / industrial waste / use of waste as energy source /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1179,Production of fresh water by the reuse of the brine blow-down from seawater desalting plants.,LIFE99 ENV/E/000335,,1999,ES,SME Small and medium sized enterprise,España,Water ~ Waste water treatment /,alternative technology / drinking water / reverse osmosis / waste water treatment /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1180,AITEX - The application of advanced photooxidation techniques in the treatment of residual waters in the textile industry.,LIFE99 ENV/E/000346,,1999,ES,,España,Industry-Production ~ Textiles - Clothing / Water ~ Waste water treatment /,textile industry / waste water treatment /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=793,RIO MIÑO - International restoring project for the Miño river: an example of sustainable hydroelectrical development,LIFE99 ENV/E/000347,,1999,ES,International enterprise,España,Energy ~ Supply / Water ~ River basin management /,biodiversity / energy supply / restoration measure / river management / rural area /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=794,"Business, environment and wine: from the winegrape to the bottle.  Vertical integration of the environment in the wine production process and horizontal optimization of resources",LIFE99 ENV/E/000349,,1999,ES,Development agency,España,Industry-Production ~ Agriculture - Forestry / Industry-Production ~ Food and Beverages / Water ~ Waste water treatment /,beverage industry / cost-benefit analysis / diffuse pollution / industrial process / pollution prevention / public-private partnership /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1040,OLEO-LIFE - OLEO-LIFE,LIFE99 ENV/E/000351,"http://www.oleosoft.org/,",1999,ES,NGO-Foundation,España,Industry-Production ~ Agriculture - Forestry / Industry-Production ~ Food and Beverages /,cost-benefit analysis / edible fat / environmental impact of agriculture /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1041,Demonstrative project. Truffled mediterranean forest improvement: an example of sustainable management,LIFE99 ENV/E/000356,,1999,ES,Development agency,España,Habitats ~ Forests / Land-use &amp; Planning ~ Forest management /,food production / forest management / mushroom / nature conservation /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=1312,"Production of 100% reciclable trays made our of minerals, vegetable fibre and polymers as substitute of expanded polystirene",LIFE99 ENV/E/000367,,1999,ES,,España,Environmental management ~ Eco-products design /,alternative material / packaging / recycling potential /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=795,AHORRAPAPEL - Zaragoza saves paper ... and trees,LIFE99 ENV/E/000371,"http://www.ecodes.org/lifepapel,",1999,ES,NGO-Foundation,España,Industry-Production ~ Paper - Pulp - Printing / Waste ~ Waste recycling / Waste ~ Municipal waste (including household and commercial) /,consumption pattern / public awareness campaign / recycling / separated collection / urban area /,,
index.cfm?fuseaction=search.dspPage&n_proj_id=796,RECICLAUTO - Demonstration and Pilot Experience of Recycling and Decontamination System for end-use Vehicles. Implementation at the Region of Navarra (Area of Pamplona).,LIFE99 ENV/E/000375,"http://www.reciclauto.biz,",1999,ES,Public enterprise,España,Waste ~ End-of-Life Vehicles (ELV&apos;s) and tyres /,decontamination / hazardous waste / recycling / vehicle /,,
