,Bénéficiaire,Nom du projet,Fonds,Unnamed: 3,Résumé du projet,Date de commencement,Date de fin,Investissement FEDER/FSE £m,Coût total du projet £m,% du projet cofinancé par l’UE,Localisation (code postal),Zone de partenariat économique local,Pays,Type et axe du soutien (catégorie d’intervention),postcode,id,latitude,longitude
807,Career Connect,Pathways to Success,ESF,1- Inclusive Labour Markets,"Pathways to Success will support young people identified by schools, colleges, providers and Children’s Services who are at risk of becoming NEET.Pathways to Success will focus on developing resilience - in particular confidence, commitment, self-control, ability to withstand challenge - through a bespoke programme of interventions and support designed to overcome individual barriers to participation. Pathways to Success will ensure young people make informed and appropriate post-16 choices and are equipped with the necessary skills to sustain their positive progression.As the LCR local authorities’ provider of NEET services we will ensure the integration and additionally of this programme.",2015-04-11,2018-12-01,599294,1012321,0.59,L1 8LT,Liverpool City Region,England,"103 Sustainable integration into the labour market of young people, in particular those not in employment, education or training, including young people at risk of social exclusion and young people from marginalised communities, including through the implementation of the Youth Guarantee",L18LT,959359,53.4030327607307,-2.990399
808,Blackburn with Darwen Borough Council,Strengthening Communities – Volunteering in Lancashire,ESF,1- Inclusive Labour Markets,"Using an asset-based approach the programme will provide those furthest from the labour market with meaningful volunteering opportunities, helping them onto a pathway towards work. We will support individuals to build personal resilience and gain practical skills thereby reducing barriers to participation, increasing the opportunities available to them, and providing long-term solutions that will reduce vulnerability. We will do this by introducing disadvantaged and marginalised individuals to volunteering, providing them with realistic pathways to employability through mentoring, tailored, accredited and non- accredited training, and access to volunteer placements in the voluntary, public and private sectors.",2017-02-01,2019-10-31,1206889,2011486,0.6,BB1 7DY,Lancashire,England,"109 Active inclusion, including with a view to promoting equal opportunities and active participation, and improving employability",BB17DY,1509,53.74992813,-2.483801282
809,Greenbank Project,Working Futures,ESF [inc YEI],1- Inclusive Labour Markets,"The Working Futures Programme brings together a unique partnership of Greenbank College and VOLA (the Liverpool City Region (LCR) Third Sector Learning Consortium) to provide tailored, flexible interventions to integrate NEET young people into the labour market. The Programme addresses the diversity, complexity and geographical profile of NEET young people in the LCR LEP area, through a proven multi-agency approach delivering employability and skills development, work experience and barrier removal support to the target group. The Programme will complement and add value to mainstream and other local ESIF/YEI provision and enable participants to progress into work, education and training. ",2016-01-11,2018-04-30,2760506,3760000,0.734,L17 1AG,Liverpool City Region,England,"103 Sustainable integration into the labour market of young people, in particular those not in employment, education or training, including young people at risk of social exclusion and young people from marginalised communities, including through the implementation of the Youth Guarantee",L171AG,956073,53.3846565541682,-2.929788
810,Hampshire & Isle of Wight Community Foundation,Solent Community Grants Programme,ESF,1- Inclusive Labour Markets,"Hampshire & Isle of Wight Community Foundation (HIWCF) will deliver a grants programme allowing community and not-for-profit groups in the Solent area, particularly those working in areas of the highest unemployment and deprivation, to apply for grants from £10,000 to £30,000 to help around 900 people with complex barriers to work move towards or into employment.A panel selected from members of local city councils and the County Council, Solent LEP and HIWCF will be appointed to assess and award grants, the process for which will be managed and monitored by HIWCF, including capturing of output indicators.",2016-04-01,2017-12-31,5000000,5000000,0.5,RG24 8AG,Solent,England,"109 Active inclusion, including with a view to promoting equal opportunities and active participation, and improving employability",RG248AG,492846,51.281395,-1.05906343269492
811,Corby Borough Council,Corby CLLD Strategy Preparation,ESF,1- Inclusive Labour Markets,"The project will relate to people living in and involve projects located in the URBAN LSOAs of CORBY, but forming a tight urban area ( Appendix Z)) . This project will help to better define interventions that will support disadvantaged groups living in the LSOAs helping them gain skills and employment. Consultants will be employed to: set up a functioning Local Action Group; prepare a Community Led Local Development Strategy; identify the proposed Accountable Body. The Brief for the Consultancy will ask for an approach to the engagement of key partners and the wider community in the whole process. ",2016-04-01,2016-08-31,20000,40000,0.5,NN17 1GD,South East Midlands,England,114 Community-led local development strategies,NN171GD,689173,52.48790660446571,-0.699924655635463
812,North Tyneside Council ,North Tyneside and South Tyneside  CLLD Prep stage,ESF,1- Inclusive Labour Markets,"This preparatory project will deliver Stage 1 of the North Tyneside and South Tyneside CLLD area which includes the 20% most deprived wards of Riverside, Chirton and Howdon and Jarrow/Hebburn respectively. The project will deliver three key outputs: identification of a Local Action Group; the design and development of a CLLD strategy and identification of an accountable body.",2016-03-01,2016-08-31,10000,20000,0.5,NE28 0BY,North East,England,114 Community-led local development strategies,NE280BY,747079,55.0007743952277,-1.493442
813,Cornwall Food Foundation,Food for Change,ESF,1- Inclusive Labour Markets,"The Food for Change project will build four locality-based Food for Change partnerships in Redruth, Truro, St Austell and Newquay. These partnerships will enable users of foodbanks and mental health and other social services to address barriers to their active inclusion in the economy through practical, sensitive, solution-focused packages of food-based training, purposeful social activity, volunteering and work experience with integrated personal support.  ",2016-12-01,2019-09-30,1052999,1316250,0.8,TR8 4AA,Cornwall and Isles of Scilly,England,"109 Active inclusion, including with a view to promoting equal opportunities and active participation, and improving employability",TR84AA,155516,50.444846,-5.041296
814,Norfolk County Council ,LIFT Jobs 1.1,ESF,1- Inclusive Labour Markets,"The Local Investment in Future Talent (LIFT) Jobs project is a delegated grant scheme for Voluntary, Community and Social Enterprises (VCSE) and other relevant organisations to deliver employability support for small numbers of unemployed and inactive people in rural areas of Norfolk and North Suffolk.  The project is aimed primarily at enabling smaller organisations to be highly responsive to localised needs at market town or even village level, overcoming the particular employability barriers faced by rural residents, including transport.   ",2017-04-01,2020-03-31,353758,707516,0.5,NR2 2DH,New Anglia,England,"102 Access to employment for job-seekers and inactive people, including the long-term unemployed and people far from the labour market, also through local employment initiatives and support for labour mobility",NR22DH,658780,52.620467603634395,1.2777508174433
815,Norfolk County Council ,LIFT Skills 2.1,ESF,2- Skills for Growth,"The Local Investment in Future Talent (LIFT) Skills project is a delegated grant scheme for Voluntary, Community and Social Enterprises (VCSE) and other relevant organisations to deliver business-based training to employees in rural areas of Norfolk and North Suffolk.  The project is aimed primarily at providing tailored and personalised support for employed people in rural businesses to access the training they require, and at rural businesses, enabling them to develop their employees. The project is especially keen to support employees with particular skills needs which would not otherwise be met. The project will start early in 2017 and the proposed activity end date is 31 December 2019",2017-04-01,2020-03-31,530638,1061272,0.5,NR2 2DH,New Anglia,England,"117 Enhancing equal access to lifelong learning for all age groups in formal, non-formal and informal settings, upgrading the knowledge, skills and competences of the workforce, and promoting flexible learning pathways including through career guidance and validation of acquired competences",NR22DH,658780,52.620467603634395,1.2777508174433
816,Lancashire Sport,More Positive Together,ESF,1- Inclusive Labour Markets,"This project brings together Social Housing Organisations from across Lancashire with a combined portfolio of over 61,220 properties located in the 20% most deprived Lower Super Output Areas (LSOAs) in Lancashire. It is here that we will concentrate our efforts. A group of 10 social housing organisations and the Prince’s Trust have joined with us, together with a range of local authority and third sector partners, with plans to help 2250 residents located in the most deprived neighbourhoods in Lancashire to improve their skills and employability. Many of these residents have multiple and complex barriers to their progression – these include substance misuse, mental and physical health problems, ex-offenders, caring responsibilities, poverty and debt.",2017-04-21,2019-09-30,4018170,6696950,0.6,PR26 6TW,Lancashire,England,"103 Sustainable integration into the labour market of young people, in particular those not in employment, education or training, including young people at risk of social exclusion and young people from marginalised communities, including through the implementation of the Youth Guarantee",PR266TW,511499,53.7069559233417,-2.6970636136253305
817,Lancashire Wildlife Trust,MyPlace,ESF,1- Inclusive Labour Markets,"MyPlace will deliver a number of local / target group solutions through programmes that will provide opportunity to volunteer within the environmental and tourism sector giving residents facing multiple disadvantages the skills and confidence that will support progression into further skills development or employment.  Target participants will include women, older people, ethnic minorities, people with disabilities and young people.  ",2016-10-01,2020-12-31,671309,1125142,0.6,PR5 6BY,Lancashire,England,"109 Active inclusion, including with a view to promoting equal opportunities and active participation, and improving employability",PR56BY,507529,53.708644,-2.66287462169312
818,Pre School Learning Alliance,Family Learning – Routes to Improved Health and Wellbeing,ESF,1- Inclusive Labour Markets,"Our project uses family learning to engage unemployed and economically inactive adults to start the process of removing their barriers to the labour market and as a gateway / pathway to further education, training and employment opportunities.",2017-01-01,2019-11-30,106229,133053,0.8,PL31 2JH,Cornwall and Isles of Scilly,England,"109 Active inclusion, including with a view to promoting equal opportunities and active participation, and improving employability",PL312JH,544473,50.471381135647796,-4.7199361585481
819,NSC,Access To Work,ESF [inc YEI],1- Inclusive Labour Markets,"This is a combination of a 6 and 12 month ILM project, which will target disadvantaged young people 18-24 and who are NEET or unemployed, to provide work experience and training. Beneficiaries will be placed in work where there is growth and opportunities for employment in the City Region, and in the social enterprise sector.  Beneficiaries will receive basic skills assessment and training, and will have a mentor who will supervise placements and provide advice and guidance for progression into further employment, self-employment and/or training. The project will support 50% of beneficiaries into employment and further training as a result of their work placement and provide them with a vocational certificate.",2015-12-01,2018-09-30,4385020,5875000,0.59,L11 0BS,Liverpool City Region,England,"103 Sustainable integration into the labour market of young people, in particular those not in employment, education or training, including young people at risk of social exclusion and young people from marginalised communities, including through the implementation of the Youth Guarantee",L110BS,958949,53.4558915636732,-2.8986320551928997
820,Bauer Radio Ltd,Cool Choices,ESF [inc YEI],1- Inclusive Labour Markets,"Cool Choices is a ground breaking and innovative initiative led by The Bauer Academy (part of Bauer Radio Ltd) bringing together a partnership of Liverpool’s leading providers of support services to young people and Radio City, the regions foremost commercial radio station with the largest audience reach to young people who are not in employment, education or training (NEET). The project will engage over 2000 young people the Liverpool City region through a high profile programme of sport and media based activities. 495 individuals aged 15-29 NEET from our disadvantaged target groups will be supported through further re-engagement whilst providing the support necessary for them to deal with their employability and skills barriers alongside opportunities to enter employment and/or further education. There is a strong emphasis on skills required by our partnerships network of employers including leading brands such as ITV, Channel 4, Sony, Viacom alongside local employers e.g. Liverpool ONE including SMEs to enhance links between education and business. ",2017-07-01,2018-07-31,903314,1217951,0.74,L1 1RL,Liverpool City Region,England,"103 Sustainable integration into the labour market of young people, in particular those not in employment, education or training, including young people at risk of social exclusion and young people from marginalised communities, including through the implementation of the Youth Guarantee",L11RL,959485,53.406308526932605,-2.9820203579773397
821,New College Durham,Young Ambition Tees Valley,ESF [inc YEI],1- Inclusive Labour Markets,"It will provide young people, aged 15 to 29, not currently in employment, education or training, with case worker support and access to independent and impartial careers guidance, in order to:  • access personalised learning pathways and routeways to employment
• access other learning/training provision
• progress into positive destinations, including mainstream education and/or employment.  
Participants will be supported by a flexible-fund to support access and remove barriers.  The project will provide effective support to progress young people into training and employment, including self-employment through an integrated approach to inclusion in learning and work.",2015-10-01,2018-07-31,2534362,3379149,0.75,DH1 5ES,TEES Valley,England,"103 Sustainable integration into the labour market of young people, in particular those not in employment, education or training, including young people at risk of social exclusion and young people from marginalised communities, including through the implementation of the Youth Guarantee",DH15ES,1315881,54.795913,-1.594398
822,New College Durham,Defining Futures,ESF [inc YEI],1- Inclusive Labour Markets,"Defining Futures will operate throughout Tees Valley. It will provide young people, aged 15 to 29, who are not currently engaged in employment, education or training with personalised education, employment and enterprise pathways which will serve to engage, build confidence, develop key employability and basic skills, in order to function as a ‘launchpad’ for and progress young people into further learning and/or mainstream learning or employment.  The project will be supported by a flexible fund for participants, and underpinned by IAG and TEEMS support and will include opportunities for work-related experience including volunteering and work placement opportunities. ",2015-10-01,2018-07-31,2833568,3778091,0.75,DH1 5ES,TEES Valley,England,"103 Sustainable integration into the labour market of young people, in particular those not in employment, education or training, including young people at risk of social exclusion and young people from marginalised communities, including through the implementation of the Youth Guarantee",DH15ES,1315881,54.795913,-1.594398
823,Find a Future (trading as WorldSkills UK),ESF Unlocked,ESF,3 - Technical Assistance,"The Skills Show project (ESF Unlocked) will publicise ESF to the 75,000 visitors at the annual Skills Show, the UK's largest skills and careers event (2015-17). This established high profile show provides young people, educators, parents and influencers with skills activities, careers and training information and employer contacts, and is delivered in an engaging, interactive and experiential way. ESF messages will be communicated through a wide variety of channels, building on the successful promotion of ESF at this skills event since 2011, including wide publicity across the Show, an ESF exhibition area and support for ESF target groups. ",2015-08-17,2017-03-31,221600,443200,0.5,SW1W 9SP ,National,England,123 Information and communication,SW1W9SP,244858,51.4917250134677,-0.148260204459676
824,Her Majesty's Prison and Probation Service (HMPPS CFO);                                   formerly NOMS National Offender Management Services,CFO 3 ,ESF,1- Inclusive Labour Markets,"HMPPS CFO will operate under the Social Inclusion Thematic Objective for the 2014-20 Programme, allowing for a wider, and for this target group, a more appropriate focus than Employment.  As the CFO targets those furthest away from mainstream activity, this will allow providers to tackle a range of identified barriers at an earlier stage, better preparing offenders for mainstream provision.  Moving offenders successfully on to other provision is a key aim.  Identifying potential gaps in provision and adding value to existing services are areas that HMPPS CFO will focus on in service specifications.  ",2014-01-01,2020-12-31,131000000,247444444,0.53,WA4 4HS,National,England,"109 Active inclusion, including with a view to promoting equal opportunities and active participation, and improving employability",WA44HS,87204,53.327621,-2.645954
825,Her Majesty's Prison and Probation Service (HMPPS CFO);                                   formerly NOMS National Offender Management Services,CFO3 Technical Assistance,ESF,3 - Technical Assistance,"Implementation of systems and processes to inform LEPs of impact of HMPPS CFO national provision on LEP boundary area. Reporting mechanisms will be set up, supported by data validation, stakeholder engagement and protocols for co-operation and cross project referrals. Bespoke reports will be produced to agreed schedules and will be available by LEP, Multi-LEP, Category of Region and National levels. Engagement staff will ensure complementarity of provision across different levels. Referrals and case handovers between ESF and match provision will be supported by developing connectivity between programmes and producing detailed data set. HMPPS ESF Case Management system will have increased functionality to support referrals to match and mainstream provision. Quality assurance staff will ensure accuracy of data. MI staff will provide analysis of effectiveness of individual interventions across different levels.",2015-10-01,2018-10-31,1146953,2102747,0.5,WA4 4HS,National,England,"121 Preparation, implementation, monitoring and inspection
122 Evaluation and studies 
123 Information and Communication",WA44HS,87204,53.327621,-2.645954
826,Liverpool Hope University,Hope Internship Programme,ESF [inc YEI],1- Inclusive Labour Markets,"HIP will support the Liverpool City Region’s aim of increasing its graduate retention rates in a number of key growth sectors (professional services, creative & digital, visitor economy and life sciences). Through a structured and supported graduate internship programme, it will reduce graduate unemployment/underemployment across Merseyside, increase the number of people with high level skills active in the Liverpool City Region economy and increase business competitiveness levels of local employers.Over a 3 year period, the project will:

• Provide 170 unemployed graduates with bespoke careers advice, employability training and practical assistance in transitioning into the labour market at a level commensurate with their skills base.
• Deliver 170 graduate internship projects
• Create 60 new graduate-level jobs",2016-01-04,2018-07-31,750602,1000803,0.75,L16 9JD,Liverpool City Region,England,"103 Sustainable integration into the labour market of young people, in particular those not in employment, education or training, including young people at risk of social exclusion and young people from marginalised communities, including through the implementation of the Youth Guarantee",L169JD,955956,53.39147381601379,-2.8919360053934597
827,Voluntary Impact Northamptonshire,Unlocking ESF Potential,ESF ,3 - Technical Assistance,"This Technical Assistance project will support VCS organisations to access European Funding, as within Northamptonshire, there is an identified lack of knowledge, confidence and readiness in Voluntary and Community Sector (VCS) organisations of how to access and deliver ESIF funded programmes. 
These organisations will in turn support hard to reach key ESF target groups that other providers find more difficult to access. 
We will deliver these outputs by addressing gaps in support to VCS organisations looking to access and deliver ESF through: 
 Awareness Raising 
 Support for bidding 
 Support for compliance 
",2016-04-01,2019-04-30,60102,120204,0.5,NN1 1JA,South East Midlands,England,123 Information and communication,NN11JA,696004,52.237131999682504,-0.8934675638947429
828,Merseyside Youth Association,Talent Match Plus,ESF [inc YEI],1- Inclusive Labour Markets,"Talent Match Plus will effectively re-engage young people aged 15-29 from across LCR, including hidden NEETs and those who are detached from other services, who are furthest away from the labour market. Innovative interventions through Intensive Mentoring and individualised career coaching will develop a unique, person centred pathway of support that is bespoke, individual and flexible to meet the needs of each young person and progress them into education, employment or training. Young people will develop the resilience to overcome barriers, apply work related skills and gain confidence to access and progress into employment opportunities.",2015-11-01,2018-07-31,3646816,6087086,0.43,L1 3DY,Liverpool City Region,England,"103 Sustainable integration into the labour market of young people, in particular those not in employment, education or training, including young people at risk of social exclusion and young people from marginalised communities, including through the implementation of the Youth Guarantee",L13DY,959537,53.404209429180796,-2.98258872130476
829,West Suffolk College,PLACE 21 C,ESF,1- Inclusive Labour Markets,"This is a pilot initiative and breaks new ground.  West Suffolk College will use extensive resources, facilities, organisational reach and expertise to break down barriers among those outside of the education arena – and bring them into our orbit.  Through project-based learning, this initiative expects to create transformational educational platforms which will create their own impetus and lead to new learning lifestyles and in turn – to greater employment opportunities, increased participation in education and training; and a more ‘connected’ business community. ",2017-01-01,2019-09-30,310245,620490,0.5,IP33 3RL,New Anglia,England,"109 Active inclusion, including with a view to promoting equal opportunities and active participation, and improving employability",IP333RL,1008373,52.2492407620965,0.700210565047196
830,West Suffolk College,PLACE 21 B,ESF,2- Skills for Growth,"This is a pilot initiative and breaks new ground.  West Suffolk College will use extensive resources, facilities, organisational reach and expertise to break down barriers among those outside of the education arena – and bring them into our orbit.  Through project-based learning, this initiative expects to create transformational educational platforms which will create their own impetus and lead to new learning lifestyles and in turn – to greater employment opportunities, increased participation in education and training; and a more ‘connected’ business community. ",2017-01-01,2019-09-30,293902,587805,0.5,IP33 3RL,New Anglia,England,"118 Improving the labour market relevance of education and training systems, facilitating the transition from education to work, and strengthening vocational education and training systems and their quality, including through mechanisms for skills anticipation, adaptation of curricula and the establishment and development of work-based learning systems, including dual learning systems and apprenticeship schemes",IP333RL,1008373,52.2492407620965,0.700210565047196
831,West Suffolk College,PLACE 21 A,ESF,2- Skills for Growth,"This is a pilot initiative and breaks new ground.  West Suffolk College will use extensive resources, facilities, organisational reach and expertise to break down barriers among those outside of the education arena – and bring them into our orbit.  Through project-based learning, this initiative expects to create transformational educational platforms which will create their own impetus and lead to new learning lifestyles and in turn – to greater employment opportunities, increased participation in education and training; and a more ‘connected’ business community. ",2017-01-01,2019-09-30,293904,587809,0.5,IP33 3RL,New Anglia,England,"117 Enhancing equal access to lifelong learning for all age groups in formal, non-formal and informal settings, upgrading the knowledge, skills and competences of the workforce, and promoting flexible learning pathways including through career guidance and validation of acquired competences",IP333RL,1008373,52.2492407620965,0.700210565047196
832,Department for Work and Pensions (DWP CFO),DWP ESF 2014-2020 Provision Leicester and Leicestershire,ESF,1- Inclusive Labour Markets,"The project will be employment and employability provision that will help those that furthest from the labour market in to sustained work in the key employment sectors in the Leicester and Leicestershire LEP area local labour market. Provision beneficiaries will receive intensive support tailored to individual need. Barriers to work will be identified and addressed through proactive interventions and activities.  Provision participants attaining sustained job outcomes will be the ultimate objective of the project. Where required, in work support will be provided for those who do find employment to help those individuals achieve sustained employment. The Provision will be for those aged 25 and over.",2014-01-01,2020-12-31,6000000,12000000,0.5,SA11 1LY,Leicester and Leicestershire,England,"102 Access to employment for job-seekers and inactive people, including the long-term unemployed and people far from the labour market, also through local employment initiatives and support for labour mobility",SA111LY,418478,51.6621807593861,-3.8058816061269503
833,Department for Work and Pensions (DWP CFO),DWP ESF 2014 - 2020 Provision Stoke and Staffordshire,ESF,1- Inclusive Labour Markets,The project will be employment and employability provision that will be delivered across the Stoke on Trent and Staffordshire LEP area. It will provide individually tailored support for the unemployed and economically inactive - particularly those disadvantaged with multiple barriers to work and those not fully supported by existing employment programmes. The provision will enhance engagement with these groups and improve their employability skills and job seeking activities. It is anticipated intensive support will be required for most participants. The provision will aim to achieve sustained job outcomes. In Work Support delivered by the provider will help meet this objective.,2014-01-01,2020-12-31,7980000,13300000,0.6,SA11 1LY,Stoke-on-Trent and Staffordshire,England,"102 Access to employment for job-seekers and inactive people, including the long-term unemployed and people far from the labour market, also through local employment initiatives and support for labour mobility",SA111LY,418478,51.6621807593861,-3.8058816061269503
834,Department for Work and Pensions (DWP CFO),DWP ESF 2014-2020 Provision - Coventry and Warwickshire,ESF,1- Inclusive Labour Markets,"This Provision will aim to tackle the worklessness of disadvantaged individuals who have been unemployed or inactive for three months or more. The Provider will engage with Participants to identify and address barriers to work using a range of specialist support/provision, improving the Participant’s chances of securing and sustaining employment at the earliest opportunity. This provision will prioritise the hardest to help claimants and who are furthest from the labour market and it is therefore anticipated that more intensive support will be required.",2014-01-01,2020-12-31,2410000,4820000,0.5,SA11 1LY,Coventry and Warwickshire,England,"102 Access to employment for job-seekers and inactive people, including the long-term unemployed and people far from the labour market, also through local employment initiatives and support for labour mobility",SA111LY,418478,51.6621807593861,-3.8058816061269503
835,Department for Work and Pensions (DWP CFO),"DWP ESF 2014-2020 Provision - Leeds City Region (Calderdale, Kirklees & Wakefield)",ESF,1- Inclusive Labour Markets,"Tailored support for disadvantaged who’ve been unemployed for six months or more. To engage identify and address barriers to work. Key outcomes. * Influencing motivation/attitudes in particular confidence and self-esteem  * Develop modern job search skills including electronic CV & online applications * Referral to services eg literacy/numeracy, vocational and workplace skills training * Advocacy eg employer relations medical support debt management * Obtaining and sustaining work including in-work support. This provision will prioritise the hardest to help claimants and who are furthest from the labour market. It is therefore anticipated that more intensive support will be required.",2014-01-01,2020-10-31,4124769,8249538,0.5,SA11 1LY,Leeds City Region,England,"102 Access to employment for job-seekers and inactive people, including the long-term unemployed and people far from the labour market, also through local employment initiatives and support for labour mobility",SA111LY,418478,51.6621807593861,-3.8058816061269503
836,Department for Work and Pensions (DWP CFO),"DWP ESF 2014-2020 Provision York, North Yorks & East Riding",ESF,1- Inclusive Labour Markets,This project will deliver a package of tailored support to help disadvantaged participants improve their chances of securing and sustaining employment. The project will reduce worklessness amongst disadvantaged groups and help the local economy by increasing the economic activity rate amongst working age people. This provision will prioritise the hardest to help claimants who are furthest from the labour market. It is therefore anticipated that more intensive support will be required.,2014-01-01,2020-12-31,2238000,4476000,0.5,SA11 1LY,"York, North Yorkshire & East Riding",England,"102 Access to employment for job-seekers and inactive people, including the long-term unemployed and people far from the labour market, also through local employment initiatives and support for labour mobility",SA111LY,418478,51.6621807593861,-3.8058816061269503
837,Department for Work and Pensions (DWP CFO),DWP ESF 2014-2020 Provision North East,ESF,1- Inclusive Labour Markets,"This Provision will help people with a health condition or disability and who have left the Work Programme to enter and sustain employment. Through flexible and personalised packages of support, it will enhance engagement and work readiness activity, as well as help to ensure sustained job outcomes for disadvantaged people who face multiple barriers to work. A key feature of this Provision is the integration with local health and borough services to ensure Participants receive the support they need at the time they need
Page 9
it. Once the Participant is in employment the aim is to provide in-work support to secure Sustained Job Outcomes. This provision will prioritise the hardest to help claimants and who are furthest from the labour market and it is therefore anticipated that more intensive support will be required.",2014-01-01,2021-09-30,6000000,11464000,0.5233,SA11 1LY,North East,England,"102 Access to employment for job-seekers and inactive people, including the long-term unemployed and people far from the labour market, also through local employment initiatives and support for labour mobility",SA111LY,418478,51.6621807593861,-3.8058816061269503
838,Department for Work and Pensions (DWP CFO),DWP ESF 2014-2020 Provision Cheshire & Warrington,ESF,1- Inclusive Labour Markets,"This Provision is voluntary and aims to support participants with a mental health condition into employment.  The Provision will deliver tailored packages of support to increase wellbeing, and will provide in-work support where appropriate to aid transition to unsupported and sustained employment.  The Provider will engage with Participants to identify and address barriers to work using a range of specialist support/provision, improving the Participant’s chances of securing and sustaining employment. This provision will prioritise the hardest to help claimants and who are furthest from the labour market. It is therefore anticipated that more intensive support will be required.",2014-01-01,2021-09-30,2000000,4000000,0.5,SA11 1LY,Cheshire and Warrington,England,"102 Access to employment for job-seekers and inactive people, including the long-term unemployed and people far from the labour market, also through local employment initiatives and support for labour mobility",SA111LY,418478,51.6621807593861,-3.8058816061269503
839,Department for Work and Pensions (DWP CFO),DWP ESF 2014-2020 Provision Cumbria,ESF,1- Inclusive Labour Markets,"The aim of this Project is to help unemployed and economically inactive people enter, progress in and sustain employment. Through flexible, bespoke support to eligible individuals, it will deal with the underlying causes of unemployment with the aim of supporting people into sustained work. The Project will provide tailored support through individual ‘Key Workers’ and an Action Plan for Participants which will contain activities that will tackle barriers to employment. The ultimate purpose of the Project is to achieve sustained employment outcomes.",2014-01-01,2021-09-30,3500000,5833333,0.6,SA11 1LY,Cumbria,England,"102 Access to employment for job-seekers and inactive people, including the long-term unemployed and people far from the labour market, also through local employment initiatives and support for labour mobility",SA111LY,418478,51.6621807593861,-3.8058816061269503
840,Department for Work and Pensions (DWP CFO),DWP ESF 2014-2020 Provision Lancashire,ESF,1- Inclusive Labour Markets,"This Provision will aim to tackle the worklessness of disadvantaged individuals who have been unemployed or inactive for three months or more. The Provider will engage with Participants to identify and address barriers to work using a range of specialist support/provision, improving the Participant’s chances of securing and sustaining employment at the earliest opportunity. This Provision is voluntary and will provide personalised, flexible, tailored employment support for those with mental health conditions who are in receipt of a health related benefit. The ultimate objective of the Provision is for Participants to secure sustained employment.",2014-01-01,2021-09-30,3000000,5000000,0.6,SA11 1LY,Lancashire,England,"102 Access to employment for job-seekers and inactive people, including the long-term unemployed and people far from the labour market, also through local employment initiatives and support for labour mobility",SA111LY,418478,51.6621807593861,-3.8058816061269503
841,Department for Work and Pensions (DWP CFO),DWP ESF 2014 – 2020 Provision Liverpool city Region,ESF,1- Inclusive Labour Markets,"The aim of this Project is to help unemployed and economically inactive people enter, progress in and sustain employment. Through flexible, bespoke support to eligible individuals, it will deal with the underlying causes of unemployment with the aim of supporting people into sustained work. The Project will provide tailored support through individual ‘Key Workers’ and an Action Plan for Participants which will contain activities that will tackle barriers to employment. The ultimate purpose of the Project is to achieve sustained employment outcomes.",2014-01-01,2021-09-30,2060000,3509000,0.59,SA11 1LY,Liverpool City Region,England,"102 Access to employment for job-seekers and inactive people, including the long-term unemployed and people far from the labour market, also through local employment initiatives and support for labour mobility",SA111LY,418478,51.6621807593861,-3.8058816061269503
842,Department for Work and Pensions (DWP CFO),Older Workers,ESF,2- Skills for Growth,"Bespoke support to participants to help unemployed, inactive people, which will include targeted support for people aged 50 or over to assist them in overcoming any barriers that are preventing them from entering and sustaining employment. A range of specialist support/provision will be used to move the participant into sustained work at the earliest opportunity. 

The provision will prioritise the hardest to help who are furthest from the labour market and it is anticipated more intensive support will be required. The activity will be focused on, but not limited to, the London LEP area. ",2014-01-01,2021-09-30,11457333,22914666,0.5,SA11 1LY,London,England,"102 Access to employment for job-seekers and inactive people including the long term unemployed and people far from the labour market, also through local employment initiatives and support for labour mobility.    ",SA111LY,418478,51.6621807593861,-3.8058816061269503
843,Department for Work and Pensions (DWP CFO),Troubled Families,ESF,2- Skills for Growth,"Bespoke support to participants to help unemployed, inactive people, which will include targeted support for people aged 50 or over to assist them in overcoming any barriers that are preventing them from entering and sustaining employment. A range of specialist support/provision will be used to move the participant into sustained work at the earliest opportunity. 

The provision will prioritise the hardest to help who are furthest from the labour market and it is anticipated more intensive support will be required. The activity will be focused on, but not limited to, the London LEP area. ",2014-01-01,2021-09-30,16781223,44806603,0.5,SA11 1LY,London,England,"109.  Active inclusion,including with a view to promoting equal opportunities and active participations, and improving employability.",SA111LY,418478,51.6621807593861,-3.8058816061269503
844,Department for Work and Pensions (DWP CFO),DWP ESF 2014 - 2020 Provision Coast to Capital,ESF,1- Inclusive Labour Markets,"The aim of this provision is to move participants through a personalised journey based on an agreed action plan designed to tackle individual barriers to work and secure entry into the labour market. In work support will be offered where required to those that require help to sustain employment.  
Support will be tailored to individual participant needs however, providers must offer a range of support including as a minimum:1-2-1 support based on the participants action plan;Careers support and Information, Advice and Guidance;Building knowledge, expertise and confidence through the development of employability skills – communications, self presentation, timekeeping, attitudes/behaviours at work, team building and working relationships;Work experience, work placements, work trials, work tasters and internships where relevant;Advice on Self Employment for those who may be thinking of starting their own business;Jobsearch skills, job preparation, interviews, understanding employer requirements, CVs;Digital skills training and support where required;Supported jobsearch with advice, access to relevant stationery, IT, internet, sources of vacancies, apprenticeships etc;Short vocational skills training (such as First Aid Certificate) where these are relevant to the individual participant.The provision will vary according to Participant needs. The provision will be expected to assist Participants in overcoming the specific barriers to work which might include helping with the purchase of work clothing or equipment, transport costs and one off Provision.
",2014-01-01,2021-09-30,1488580,2977160,0.5,SA11 1LY,Coast to Capital,England,"102 Access to employment for job-seekers and inactive people, including the long-term unemployed and people far from the labour market, also through local employment initiatives and support for labour mobility",SA111LY,418478,51.6621807593861,-3.8058816061269503
